,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
307,307,Subaru,Outback 2.5i Limited,2011,133300,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Beige,None reported,Yes,3000
308,308,Lexus,LS 460 Base,2015,103748,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,17000
309,309,Cadillac,Escalade ESV Sport,2021,8044,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,41927
310,310,Chevrolet,Corvette Base,2007,87500,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,20000
311,311,Audi,A7 3.0T Premium,2019,34068,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,46900
312,312,Land,Rover Range Rover Sport HSE Dynamic,2018,58000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,25000
313,313,GMC,Yukon XL 1500 SLT,2016,162731,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,24995
314,314,Audi,R8 5.2,2019,21800,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,68900
315,315,Cadillac,Escalade ESV Platinum,2017,134000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,32999
316,316,Ford,F-250 XLT,2019,55000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,40500
317,317,Chevrolet,Avalanche 1500 LT,2012,153000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,18000
318,318,BMW,X6 M Base,2022,10376,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33600
319,319,BMW,325 i,2003,74000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,Yes,4800
320,320,Porsche,911 Carrera,2020,23700,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,87500
321,321,Land,Rover Range Rover P525 Westminster,2018,35580,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,White,Ebony,None reported,Yes,49500
322,322,Acura,TLX Type S PMC Edition,2022,7900,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,89000
323,323,BMW,X5 xDrive35i,2018,69000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,30999
324,324,Lexus,RX 350 F Sport Performance,2021,41000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,56000
325,325,Audi,Q5 2.0T Premium Plus,2021,29000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,42900
326,326,Ford,F-150 XL,2014,24000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,21500
327,327,Porsche,911 Carrera S,2014,46000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,50000
328,328,Ford,Taurus X Limited,1998,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,3900
329,329,Audi,Q3 2.0T Premium Plus,2015,96273,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13500
330,330,Ford,Mustang Premium,2007,95000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12000
331,331,Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,36500
332,332,Ford,Bronco Big Bend Advanced,2023,18000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,99000
333,333,Ford,F-350 Lariat,2016,92671,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,32300
334,334,Chevrolet,Trax LS,2020,20800,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,19000
335,335,Lexus,RX 450h Base,2011,97724,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,12995
336,336,Mercedes-Benz,E-Class E 550,2014,156350,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,8950
337,337,Mercedes-Benz,E-Class E 300 4MATIC,2019,19500,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,81330
338,338,BMW,M4 Competition xDrive,2021,12088,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,37500
339,339,RAM,1500 Tradesman/Express,2019,61802,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,45900
340,340,BMW,X4 M Competition,2022,9000,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,50000
341,341,Nissan,Xterra S,2008,227010,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,4500
342,342,Mercedes-Benz,A-Class A 220 4MATIC,2018,46000,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,54000
343,343,Land,Rover Range Rover Sport HSE,2019,55900,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42000
344,344,Chevrolet,Colorado LT Crew Cab,2007,98527,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5990
345,345,BMW,M6 Base,2017,26600,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,79950
346,346,Lexus,IS 350 Base,2010,119000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,13000
347,347,Maserati,Quattroporte Base,2003,125800,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,22500
348,348,MINI,Cooper Base,2001,63250,Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,14995
349,349,GMC,RX 350 Base,2011,169000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500
350,350,Ford,Mustang GT Premium,2010,125500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,200000
351,351,GMC,Yukon XL SLT,2016,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000
352,352,Jeep,Wrangler Unlimited Rubicon,2021,17000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,56000
353,353,Dodge,Charger R/T,2014,95000,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,17900
354,354,Ford,F-150 Lariat,2020,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,30990
355,355,BMW,X5 xDrive50i,2019,27300,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,30000
356,356,Ford,Explorer Platinum,2019,51351,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Ice Silver Metallic,Black,At least 1 accident or damage reported,Yes,34084
357,357,Land,Rover Range Rover Velar P380 S,2019,59271,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,35750
358,358,Honda,Pilot EX-L,2020,19500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,28500
359,359,Mercedes-Benz,E-Class AMG E 53,2022,15000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,35899
360,360,Mazda,Mazda3 i Touring,2015,72000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,18900
361,361,Volkswagen,CC 2.0T Sport,2012,136000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,9999
362,362,Chevrolet,Camaro 2LT,2017,59500,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,24995
363,363,Cadillac,ATS 2.5L Luxury,2016,66000,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,14900
364,364,Toyota,Highlander XLE,2020,61454,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,31000
365,365,BMW,323 Ci,2000,239000,Gasoline,170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,–,None reported,Yes,6000
366,366,Toyota,4Runner TRD Pro,2016,71000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,15500
367,367,Land,Rover Range Rover Velar P250 SE R-Dynamic,2016,65680,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,34900
368,368,Mercedes-Benz,E-Class E 300 4MATIC,2018,51133,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,White,Saddle Brown,None reported,Yes,39848
369,369,BMW,750 i,2018,24650,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,50000
370,370,BMW,X6 M Base,2019,41000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,50000
371,371,Subaru,BRZ Limited,2013,92861,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,9500
372,372,Mercedes-Benz,S-Class S 63 AMG,2011,79876,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40999
373,373,Chevrolet,Monte Carlo SS,2004,66840,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,10500
374,374,Chevrolet,Camaro 1SS,2022,14700,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,27000
375,375,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2021,1500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Brown,None reported,Yes,46900
376,376,Ford,F-150 Limited,2021,33818,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,Yes,45861
377,377,Hyundai,Sonata SE,2015,113000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,11250
378,378,Tesla,Model X Base,2023,2857,Gasoline,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Beige,None reported,Yes,103500
379,379,Mercedes-Benz,GL-Class GL 450,2012,93000,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,16500
380,380,Jeep,Grand Cherokee Laredo,2022,17000,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39500
381,381,Porsche,Macan S,2018,18000,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,68500
382,382,Mercedes-Benz,AMG E 63 S 4MATIC,2016,41500,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,41500
383,383,Audi,SQ5 3.0T Premium Plus,2022,12000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,99000
384,384,Lamborghini,Urus Base,2021,24781,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,Yes,38532
385,385,Land,Rover Range Rover Evoque S,2020,19500,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,115000
386,386,Bentley,Continental GT V8,2020,1795,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Beluga,None reported,Yes,69995
387,387,Chevrolet,Corvette Base,2008,153843,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6750
388,388,Volkswagen,Jetta GLX VR6,2003,50000,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,53000
389,389,Volvo,XC90 3.2 Premier Plus,2013,89700,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,16500
390,390,Suzuki,SX4 Base,2013,99982,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Orange,Gray,At least 1 accident or damage reported,Yes,12000
391,391,Ferrari,488 Spider Base,2019,9005,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed DCT Automatic,Black,Black,None reported,Yes,44999
392,392,Cadillac,XTS Luxury,2012,152000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,10600
393,393,Maserati,Ghibli S Q4,2015,76000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,29000
394,394,Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,47500
395,395,Jeep,Gladiator Willys,2022,8400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,53000
396,396,Cadillac,Escalade ESV Platinum Edition,2017,93000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20500
397,397,Ford,Mustang GT Premium,2020,35999,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,35999
398,398,Land,Rover Range Rover Sport Supercharged HSE,2018,49208,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,25000
399,399,Nissan,Maxima SV,2012,110000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,6000
400,400,Hyundai,Genesis Coupe 3.8 Grand Touring,2013,60000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9500
401,401,Jeep,Commander Sport,2007,161900,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,9950
402,402,BMW,M3 Base,2008,220450,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,3850
403,403,Mercedes-Benz,SL-Class SL 550,2012,76857,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,At least 1 accident or damage reported,Yes,14900
404,404,GMC,Yukon Denali Ultimate,2022,13500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,37500
405,405,Lexus,RC F Base,2015,110000,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,17500
406,406,Subaru,Impreza WRX,2010,94000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,210000
407,407,Mercedes-Benz,S-Class S 63 AMG,2009,171000,Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,4750
408,408,Lincoln,MKZ Reserve I,2016,71964,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,30000
409,409,RAM,1500 Rebel,2018,32000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,50000
410,410,Acura,TLX Type S PMC Edition,2023,13600,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,White,None reported,Yes,60000
411,411,Ford,Expedition Max XLT,2020,45000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,27450
412,412,Jeep,Wrangler Unlimited Sport,2020,26315,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White Clearcoat,Black,At least 1 accident or damage reported,Yes,36740
413,413,Porsche,Macan S,2016,48000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Brown,At least 1 accident or damage reported,Yes,31000
414,414,Lexus,CT 200h Premium,2014,110000,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,21000
415,415,Ford,F-150 Lariat,2016,102000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,27000
416,416,BMW,X6 M Base,2012,60000,Gasoline,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,24000
417,417,Audi,A7 3.0T Premium Plus,2016,128000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13500
418,418,Audi,A6 3.0 TDI Premium Plus,2014,140200,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000
419,419,Audi,A5 2.0T Premium,2013,137273,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,23000
420,420,Ford,Transit-350 Base,2015,92500,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19980
421,421,BMW,X5 M Base,2018,18000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,64000
422,422,Cadillac,Escalade ESV Luxury,2013,111000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,15500
423,423,Subaru,Outback Limited,2021,11322,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,Gray,Black,At least 1 accident or damage reported,Yes,11498
424,424,Ford,Mustang Premium,2010,116157,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,9000
425,425,Land,Rover LR3 HSE,2006,153843,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,9975
426,426,Mercedes-Benz,S-Class S 63 AMG,2015,56000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47498
427,427,Porsche,911 Carrera S,2022,23300,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,None reported,Yes,75500
428,428,Chevrolet,Express 1500 Cargo,2004,170000,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,4500
429,429,Dodge,Ram 1500 Quad Cab,2002,15167,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,10000
430,430,GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,44800
431,431,Kia,Optima LX,2015,109580,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,9400
432,432,BMW,X5 xDrive50i,2012,91491,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,14000
433,433,Audi,RS 7 4.0T,2022,4100,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,81500
434,434,Audi,A7 3.0T Premium Plus,2015,63450,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,18000
435,435,Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,53722
436,436,BMW,X1 xDrive 28i,2019,40000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,34000
437,437,Porsche,718 Cayman GTS,2023,3300,Hybrid,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,White,None reported,Yes,84999
438,438,Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,31000
439,439,Volkswagen,Golf GTI 2.0T SE 4-Door,2018,10832,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Black,None reported,Yes,28324
440,440,Lexus,GX 460 Base,2018,52100,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,38000
441,441,BMW,328 i xDrive,2015,59000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,19000
442,442,Toyota,Sequoia Limited,2018,86000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,43000
443,443,Lexus,GX 460 Premium,2018,81200,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,28000
444,444,Land,Rover Range Rover Sport SVR Carbon Edition,2023,15107,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Santorini Black Metallic,Ebony,None reported,Yes,57619
445,445,Audi,A3 2.0T Premium,2018,67072,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,34900
446,446,Lexus,ES 350 Base,2016,39000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,25000
447,447,GMC,Yukon SLT,2015,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,51899
448,448,Jeep,Wrangler Sport,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,95000
449,449,BMW,M5 Base,2018,2823,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,84500
450,450,Dodge,Ram 1500 ST,2011,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7000
451,451,Chevrolet,Camaro 1SS,2022,7900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500
452,452,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,23900,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,41000
453,453,Porsche,Panamera 2,2011,67000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,22000
454,454,Ford,Explorer Platinum,2021,69548,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,42950
455,455,Ford,F-250 Platinum,2022,22000,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,69790
456,456,Porsche,Regal Turbo - Premium 1,2004,158000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5500
457,457,Buick,Envision Preferred,2022,18185,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Summit White,Ebony,None reported,Yes,72567
458,458,Land,Rover Range Rover P530 SE SWB,2023,2800,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,133000
459,459,Ford,Fusion SE,2014,75600,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,14950
